Planet Name,Kepler ID,Planet temp,Planet Radius,Transit duration,Period,a/R,Time of transit,r/R,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,KOI Vet Date
Kepler-391 b,12306058,1279,2.16,6.839,7.417,6.64,137.96,0.008,5.7,1.172,2.41,5214,3.74,13.007,13.683,12.931,12.717,12.56,2013-12-19 00:00:00
Kepler-391 c,12306058,927,2.81,10.441,20.485,9.8,146.93,0.01,,,2.555,5267,3.742,13.007,13.683,12.931,12.717,12.56,2013-12-19 00:00:00
Kepler-392 b,7673841,1364,1.2,3.674,5.342,11.2,136.321,0.008,2.97,1.23,1.46,6482,4.2,13.455,13.791,13.421,13.311,13.31,2013-12-19 00:00:00
Kepler-392 c,7673841,1088,1.256,1.865,10.423,41,135.15,0.008,,,1.403,6474,4.188,13.455,13.791,13.421,13.311,13.31,2013-12-19 00:00:00
Kepler-393 b,8883329,1259,1.82,4.422,9.183,7.67,134.048,0.01,2.15,1.38,1.7,6742,4.11,13.223,13.494,13.178,13.107,13.076,2013-12-19 00:00:00
Kepler-393 c,8883329,1076,2.07,5.406,14.614,10.45,140.408,0.011,2.15,1.38,1.7,6742,4.11,13.223,13.494,13.178,13.107,13.076,2013-12-19 00:00:00
Kepler-394 b,12120307,1026,1.63,3.29,8.005,13.5,138.703,0.014,0.25,1.17,1.1,6392,4.42,14.79,15.172,14.741,14.626,14.601,2013-12-19 00:00:00
Kepler-394 c,12120307,895,1.7,3.938,12.131,17.8,139.88,0.014,0.25,1.17,1.1,6392,4.42,14.79,15.172,14.741,14.626,14.601,2013-12-19 00:00:00
Kepler-395 b,8890150,532,1.13,1.66,7.054,19.6,136.187,0.02,14,0.547,0.523,4050,4.74,15.987,17.431,16.016,15.369,15.039,2013-12-19 00:00:00
Kepler-395 c,8890150,312,1.28,4.386,34.988,57,144.232,0.022,14,0.547,0.523,4050,4.74,15.987,17.431,16.016,15.369,15.039,2013-12-19 00:00:00
Kepler-396 b,11253827,525,3.5,4.705,42.991,64,162.512,0.031,14,0.854,1.04,5565,4.33,11.921,12.429,11.862,11.703,11.646,2014-06-10 00:00:00
Kepler-396 c,11253827,413,5.3,6.875,88.517,103,182.653,0.046,14,0.854,1.04,5565,4.33,11.921,12.429,11.862,11.703,11.646,2014-06-10 00:00:00
Kepler-397 b,6878240,527,2.51,1.679,22.251,44,149.433,0.031,0.6,0.844,0.74,5299,4.62,15.996,16.655,15.922,15.713,15.58,2014-06-10 00:00:00
Kepler-397 c,6878240,288,6.31,6.131,135.498,109,233.692,0.078,0.6,0.844,0.74,5299,4.62,15.996,16.655,15.922,15.713,15.58,2014-06-10 00:00:00
Kepler-398 b,5185897,722,0.73,2.201,4.081,12.8,133.859,0.012,1,0.649,0.575,4476,4.73,13.256,14.255,13.189,12.828,12.631,2013-12-19 00:00:00
Kepler-398 c,5185897,511,0.92,3.201,11.419,11.6,142.118,0.015,1,0.649,0.575,4476,4.73,13.256,14.255,13.189,12.828,12.631,2013-12-19 00:00:00
Kepler-399 b,5480640,668,1.39,3.756,14.425,17.8,136.757,0.015,0.5,0.927,0.82,5613,4.58,14.467,15.022,14.435,14.23,14.103,2014-06-10 00:00:00
Kepler-399 c,5480640,544,2.4,2.858,26.676,24.5,149.999,0.027,0.5,0.927,0.82,5613,4.58,14.467,15.022,14.435,14.23,14.103,2014-06-10 00:00:00
Kepler-399 d,5480640,420,2.8,5.61,58.034,45,138.734,0.031,0.5,0.927,0.82,5613,4.58,14.467,15.022,14.435,14.23,14.103,2014-06-10 00:00:00
Kepler-4 b,11853905,1386,3.72,4.111,3.214,4.486,123.612,0.027,4.7,1.124,1.27,5858,4.28,12.211,12.614,12.135,12.038,11.963,2013-12-19 00:00:00
Kepler-40 b,10418224,1068,7,7.118,6.873,6.275,172.518,0.06,0.27,1.15,1.07,6354,4.44,14.588,14.968,14.541,14.424,14.371,2013-12-19 00:00:00
Kepler-400 b,5272233,965,1.76,3.204,9.024,16.5,133.539,0.014,4.9,1.03,1.12,6062,4.35,13.642,14.078,13.586,13.454,13.4,2013-12-19 00:00:00
Kepler-400 c,5272233,779,1.87,3.559,17.341,13.6,138.964,0.015,4.9,1.03,1.12,6062,4.35,13.642,14.078,13.586,13.454,13.4,2013-12-19 00:00:00
Kepler-401 b,12206313,966,1.75,8.428,14.383,13.2,140.555,0.011,3.55,1.2,1.46,6362,4.19,13.312,13.666,13.278,13.16,13.145,2014-06-10 00:00:00
Kepler-401 c,12206313,650,2.1,9.775,47.324,37,170.046,0.013,3.55,1.2,1.46,6362,4.19,13.312,13.666,13.278,13.16,13.145,2014-06-10 00:00:00
Kepler-402 b,7673192,1388,1.14,2.995,4.029,9.9,133.77,0.009,1.4,1.21,1.23,6534,4.34,13.268,13.567,13.221,13.14,13.127,2013-12-19 00:00:00
Kepler-402 c,7673192,1208,1.43,3.484,6.125,13.1,134.934,0.011,1.4,1.21,1.23,6534,4.34,13.268,13.567,13.221,13.14,13.127,2013-12-19 00:00:00
Kepler-402 d,7673192,1065,1.3,3.901,8.921,16.9,137.496,0.01,1.4,1.21,1.23,6534,4.34,13.268,13.567,13.221,13.14,13.127,2013-12-19 00:00:00
Kepler-402 e,7673192,986,1.41,4.113,11.243,19.7,136.321,0.01,1.4,1.21,1.23,6534,4.34,13.268,13.567,13.221,13.14,13.127,2013-12-19 00:00:00
Kepler-403 b,9886361,1045,1,5.859,7.031,9,134.455,0.009,0.26,1.14,1.06,6303,4.44,12.805,13.129,12.743,12.666,12.635,2014-06-10 00:00:00
Kepler-403 c,9886361,529,1.35,5.417,54.281,62,140.716,0.012,0.26,1.14,1.06,6303,4.44,12.805,13.129,12.743,12.666,12.635,2014-06-10 00:00:00
Kepler-404 b,9008737,712,1.3,2.635,11.829,34,137.686,0.015,0.4,0.925,0.82,5612,4.58,15.228,15.769,15.146,14.995,14.912,2014-06-10 00:00:00
Kepler-404 c,9008737,660,1.28,2.272,14.751,41,137.158,0.014,0.4,0.925,0.82,5612,4.58,15.228,15.769,15.146,14.995,14.912,2013-10-25 00:00:00
Kepler-405 b,3234843,726,2.1,3.633,10.614,21,140.852,0.023,,1.02,0.83,5578,4.61,15.855,16.396,15.787,15.623,15.48,2013-12-19 00:00:00
Kepler-405 c,3234843,515,2.7,3.476,29.727,69,134.662,0.03,,1.02,0.83,5578,4.61,15.855,16.396,15.787,15.623,15.48,2013-12-19 00:00:00
Kepler-406 b,8753657,1375,1.5,2.647,2.426,6.63,170.454,0.012,9.1,0.987,1.11,5538,4.34,12.52,13.005,12.461,12.312,12.26,2013-12-19 00:00:00
Kepler-406 c,8753657,1107,0.84,2.983,4.623,10.18,132.366,0.007,9.1,0.987,1.11,5538,4.34,12.52,13.005,12.461,12.312,12.26,2013-10-25 00:00:00
Kepler-407 b,11600889,1968,1.23,1.285,0.669,3.07,134.12,0.011,4.6,1.015,0.996,5476,4.448,12.521,13.046,12.442,12.296,12.235,2013-12-19 00:00:00
Kepler-407 c,11600889,,,,,,,,,,,,,,,,,,
Kepler-408 b,10963065,1606,0.78,1.189,2.465,5.9,132.678,0.005,6,1.055,1.31,6027,4.22,8.769,9.028,8.7,8.658,8.63,2013-12-19 00:00:00
Kepler-409 b,9955598,410,1.12,2.987,68.958,117,179.083,0.011,11.4,0.88,0.947,5365,4.43,9.439,9.971,9.364,9.211,9.154,2014-06-10 00:00:00
Kepler-41 b,9410930,1401,9.4,2.335,1.856,5.99,137.18,0.096,3.5,0.94,0.89,5731,4.51,14.465,14.996,14.41,14.238,14.182,2013-12-19 00:00:00
Kepler-410 A b,8866102,845,2.71,4.655,17.834,19.4,181.222,0.018,3.4,1.17,1.36,6170,4.24,9.364,9.669,9.329,9.234,9.299,2013-12-19 00:00:00
Kepler-411 b,11551692,981,2.27,2.048,3.005,7.1,137.103,0.027,4.4,0.825,0.759,4977,4.59,12.231,13.041,12.163,11.884,11.744,2014-06-10 00:00:00
Kepler-412 b,7877496,1608,11.2,2.048,1.721,5.22,133.02,0.1,2,1.06,1.03,6119,4.44,14.309,14.727,14.24,14.13,14.077,2013-12-19 00:00:00
Kepler-413 b,12351927,,,,,,,,,,,,,,,,,,
Kepler-414 b,10878263,1015,1.69,2.626,4.7,9.8,177.614,0.017,5.5,0.951,0.933,5536,4.48,13.338,13.879,13.276,13.106,13.034,2013-12-19 00:00:00
Kepler-414 c,10878263,879,2.97,3.048,7.171,12.9,176.664,0.029,5.5,0.951,0.933,5536,4.48,13.338,13.879,13.276,13.106,13.034,2013-12-19 00:00:00
Kepler-415 b,3554031,714,1.15,2.228,4.176,13.6,352.995,0.017,,0.64,0.61,4350,4.68,15.842,16.893,15.784,15.391,15.148,2013-12-19 00:00:00
Kepler-415 c,3554031,558,1.9,2.455,8.708,22.3,363.061,0.029,,0.64,0.61,4350,4.68,15.842,16.893,15.784,15.391,15.148,2013-12-19 00:00:00
Kepler-416 b,4157325,1017,2.58,3.192,6.319,13.8,132.228,0.021,,1.08,1.12,5708,4.37,14.028,14.509,13.977,13.822,13.745,2014-06-10 00:00:00
Kepler-416 c,4157325,816,2.5,4.178,12.209,21.4,360.322,0.02,,1.08,1.12,5708,4.37,14.028,14.509,13.977,13.822,13.745,2014-06-10 00:00:00
Kepler-417 b,7207061,648,2.38,3.089,12.331,28.5,361.969,0.026,,0.95,0.83,5177,4.58,15.886,16.568,15.823,15.593,15.478,2013-12-19 00:00:00
Kepler-417 c,7207061,596,2.8,3.361,15.943,33.8,146.322,0.03,,0.95,0.83,5177,4.58,15.886,16.568,15.823,15.593,15.478,2013-12-19 00:00:00
Kepler-418 b,3247268,447,9.7,10.114,86.678,66.4,175.596,0.084,2.1,1.08,1.06,6166,4.42,14.696,15.153,14.644,14.501,14.421,2014-06-10 00:00:00
Kepler-419 b,12365184,543,9.3,3.827,69.733,143,196.063,0.061,1.9,1.313,1.39,6293,4.27,13.005,13.276,12.969,12.889,12.879,2014-06-10 00:00:00
Kepler-419 c,12365184,,,,,,,,,,,,,,,,,,
Kepler-42 b,8561063,1106,3.46,0.542,1.214,12.1,170.483,0.047,,0.617,0.681,4188,4.562,15.92,17.27,15.909,15.338,,2013-12-19 00:00:00
Kepler-42 c,8561063,1524,3.19,0.436,0.453,6.3,133.869,0.043,,0.617,0.681,4188,4.562,15.92,17.27,15.909,15.338,,2013-10-25 00:00:00
Kepler-42 d,8561063,964,3.08,0.513,1.865,16.1,133.792,0.041,,0.617,0.681,4188,4.562,15.92,17.27,15.909,15.338,,2013-12-19 00:00:00
Kepler-420 b,8751933,364,7.1,4.25,86.648,168,173.793,0.076,13.9,0.8,0.85,5311,4.47,14.651,15.313,14.602,14.367,14.246,2014-06-10 00:00:00
Kepler-421 b,8800954,216,4.73,16.728,362,117.7,492.768,0.055,9.3,0.801,0.787,5310,4.55,13.354,13.928,13.314,13.107,13.008,2013-10-25 00:00:00
Kepler-422 b,9631995,976,11.27,3.793,7.891,17.16,177.249,0.093,1.5,1.156,1.112,5972,4.41,13.435,13.832,13.376,13.265,13.235,2013-12-19 00:00:00
Kepler-423 b,9651668,1301,12.4,2.675,2.684,8.63,133.354,0.122,0.3,1.028,0.93,5976,4.52,14.29,14.729,14.225,14.102,14.028,2013-12-19 00:00:00
Kepler-424 b,11046458,1143,7.1,1.231,3.312,17.3,131.742,0.071,12.2,0.837,0.92,5478,4.44,14.256,14.847,14.188,14.003,13.937,2013-12-19 00:00:00
Kepler-424 c,11046458,,,,,,,,,,,,,,,,,,
Kepler-425 b,5357901,914,8.3,2.238,3.797,14.4,133.508,0.107,1.1,0.807,0.71,5152,4.64,14.741,15.416,14.65,14.452,14.339,2013-12-19 00:00:00
Kepler-426 b,11502867,1215,11.7,2.116,3.218,10.63,133.631,0.116,2.7,0.979,0.93,5866,4.5,14.835,15.329,14.779,14.624,14.549,2013-12-19 00:00:00
Kepler-427 b,7950644,898,10.1,4.266,10.291,20.1,137.021,0.09,0.8,1.1,1.03,6195,4.46,14.221,14.621,14.172,14.049,13.99,2013-12-19 00:00:00
Kepler-428 b,5358624,881,9.77,2.599,3.526,11.76,170.047,0.133,0.9,0.768,0.674,4988,4.67,15.224,15.961,15.142,14.908,14.758,2013-12-19 00:00:00
Kepler-429 b,10001893,,,,,,,,,,,,,,,,,,
Kepler-429 c,10001893,,,,,,,,,,,,,,,,,,
Kepler-429 d,10001893,,,,,,,,,,,,,,,,,,
Kepler-43 b,9818381,1402,10.56,2.818,3.024,8.73,132.416,0.081,0.69,1.242,1.201,6082,4.37,13.958,14.352,13.885,13.79,13.766,2013-12-19 00:00:00
Kepler-44 b,9305831,1118,7.1,3.026,3.247,8.5,133.378,0.075,10.2,0.837,0.87,5442,4.48,14.678,15.3,14.629,14.411,14.309,2013-12-19 00:00:00
Kepler-45 b,5794240,774,9.85,1.723,2.455,12.75,170.821,0.17,13.9,0.557,0.531,4098,4.73,15.979,17.414,16.106,15.364,15.001,2013-12-19 00:00:00
Kepler-46 b,7109675,466,7.2,4.374,33.602,46.1,186.676,0.086,4.5,0.82,0.76,5289,4.59,15.262,15.921,15.203,14.98,14.868,2013-12-19 00:00:00
Kepler-46 c,7109675,,,,,,,,,,,,,,,,,,
Kepler-46 d,7109675,793,1.48,2.913,6.767,15.8,138.06,0.018,4.5,0.82,0.76,5289,4.59,15.262,15.921,15.203,14.98,14.868,2013-12-19 00:00:00
Kepler-47 b,10020423,,,,,,,,,,,,,,,,,,
Kepler-47 c,10020423,,,,,,,,,,,,,,,,,,
Kepler-48 b,5735762,937,2.14,3.582,4.778,7.86,124.063,0.022,9.4,0.883,0.888,5190,4.49,13.04,13.692,13.009,12.761,12.692,2013-12-19 00:00:00
Kepler-48 c,5735762,740,3.15,4.4,9.674,12.6,125.34,0.032,9.4,0.883,0.888,5190,4.49,13.04,13.692,13.009,12.761,12.692,2013-12-19 00:00:00
Kepler-48 d,5735762,450,2.35,7.464,42.896,34,146.066,0.024,9.4,0.883,0.888,5190,4.49,13.04,13.692,13.009,12.761,12.692,2013-12-19 00:00:00
Kepler-48 e,5735762,,,,,,,,,,,,,,,,,,
Kepler-49 b,5364071,531,2.71,2.977,7.204,9.8,170.287,0.047,13.9,0.549,0.525,4069,4.74,15.264,16.628,15.264,14.68,14.342,2013-12-19 00:00:00
Kepler-49 c,5364071,463,2.54,2.858,10.913,12.9,169.849,0.044,13.9,0.549,0.525,4069,4.74,15.264,16.628,15.264,14.68,14.342,2013-12-19 00:00:00
Kepler-49 d,5364071,751,1.84,1.874,2.577,4.9,172.128,0.032,13.9,0.549,0.525,4069,4.74,15.264,16.628,15.264,14.68,14.342,2013-12-19 00:00:00
Kepler-49 e,5364071,387,1.97,2.89,18.596,18.4,141.262,0.035,13.9,0.549,0.525,4069,4.74,15.264,16.628,15.264,14.68,14.342,2013-12-19 00:00:00
Kepler-5 b,8191672,1733,17.4,4.081,3.548,7.19,122.901,0.079,2.6,1.45,2.02,6297,3.99,13.369,13.883,13.321,13.148,,2013-12-19 00:00:00
Kepler-50 b,11807274,1278,2.2,4.244,7.813,6.66,172.632,0.011,4.75,1.22,1.88,6058,3.98,10.421,10.675,10.36,10.313,10.302,2013-12-19 00:00:00
Kepler-50 c,11807274,1200,2.79,2.602,9.376,7.52,136.969,0.014,4.75,1.22,1.88,6058,3.98,10.421,10.675,10.36,10.313,10.302,2013-12-19 00:00:00
Kepler-51 b,11773022,514,7.3,5.78,45.156,63.88,159.104,0.071,0.3,1.04,0.94,6018,4.51,14.669,15.14,14.628,14.467,14.431,2014-06-10 00:00:00
Kepler-51 c,11773022,415,5.9,2.785,85.313,97.63,295.321,0.057,0.3,1.04,0.94,6018,4.51,14.669,15.14,14.628,14.467,14.431,2014-06-10 00:00:00
Kepler-51 d,11773022,361,10,8.419,130.183,129.4,212.023,0.097,0.3,1.04,0.94,6018,4.51,14.669,15.14,14.628,14.467,14.431,2014-06-10 00:00:00
Kepler-52 b,11754553,541,2.21,2.422,7.877,16,176.377,0.037,13.8,0.577,0.548,4222,4.72,15.095,16.328,15.068,14.567,14.305,2013-12-19 00:00:00
Kepler-52 c,11754553,425,1.93,3.125,16.385,26,172.726,0.032,13.8,0.577,0.548,4222,4.72,15.095,16.328,15.068,14.567,14.305,2013-12-19 00:00:00
Kepler-52 d,11754553,326,1.96,4.176,36.446,44,151.596,0.033,13.8,0.577,0.548,4222,4.72,15.095,16.328,15.068,14.567,14.305,2013-12-19 00:00:00
Kepler-53 b,5358241,703,3.1,4.481,18.649,22.1,174.776,0.03,0.3,1.065,0.97,6086,4.49,15.386,15.867,15.354,15.179,15.139,2013-12-19 00:00:00
Kepler-53 c,5358241,553,3.5,5.016,38.558,36,163.848,0.033,0.3,1.065,0.97,6086,4.49,15.386,15.867,15.354,15.179,15.139,2013-12-19 00:00:00
Kepler-53 d,5358241,875,2.1,4.029,9.752,14.4,138.785,0.02,0.3,1.065,0.97,6086,4.49,15.386,15.867,15.354,15.179,15.139,2013-12-19 00:00:00
Kepler-54 b,7455287,478,2.09,3.413,8.011,7.66,170.206,0.038,13.8,0.514,0.498,3855,4.75,15.847,17.416,15.964,15.175,14.7,2013-12-19 00:00:00
Kepler-54 c,7455287,417,1.23,4.974,12.072,10.1,143.448,0.022,13.8,0.514,0.498,3855,4.75,15.847,17.416,15.964,15.175,14.7,2013-12-19 00:00:00
Kepler-54 d,7455287,348,1.73,3.841,20.995,14.6,152.326,0.032,13.8,0.514,0.498,3855,4.75,15.847,17.416,15.964,15.175,14.7,2013-12-19 00:00:00
Kepler-55 b,8150320,392,1.56,5.696,27.954,38,178.751,0.024,14,0.631,0.602,4509,4.68,15.791,16.82,15.719,15.35,15.132,2013-10-25 00:00:00
Kepler-55 c,8150320,343,1.77,6.474,42.143,50,139.022,0.027,14,0.631,0.602,4509,4.68,15.791,16.82,15.719,15.35,15.132,2013-10-25 00:00:00
Kepler-55 d,8150320,906,1.59,1.721,2.211,7.1,170.152,0.024,14,0.631,0.602,4509,4.68,15.791,16.82,15.719,15.35,15.132,2013-12-19 00:00:00
Kepler-55 e,8150320,712,1.34,2.299,4.618,11.5,135.046,0.02,14,0.631,0.602,4509,4.68,15.791,16.82,15.719,15.35,15.132,2013-12-19 00:00:00
Kepler-55 f,8150320,549,1.67,2.341,10.199,19.6,137.916,0.025,14,0.631,0.602,4509,4.68,15.791,16.82,15.719,15.35,15.132,2013-12-19 00:00:00
Kepler-56 b,6448890,1196,3.84,13.54,10.503,4.2,135.559,0.011,4.38,1.362,3.14,4931,3.58,12.44,13.255,12.373,12.09,11.911,2013-12-19 00:00:00
Kepler-56 c,6448890,944,7.86,11.08,21.405,6.7,147.093,0.023,4.38,1.362,3.14,4931,3.58,12.44,13.255,12.373,12.09,11.911,2013-12-19 00:00:00
Kepler-57 b,8564587,827,2.23,1.119,5.729,33,138.558,0.028,0.6,0.843,0.74,5294,4.62,14.809,15.428,14.736,14.544,14.437,2013-12-19 00:00:00
Kepler-57 c,8564587,652,1.58,1.707,11.609,53,133.991,0.02,0.6,0.843,0.74,5294,4.62,14.809,15.428,14.736,14.544,14.437,2013-12-19 00:00:00
Kepler-58 b,4077526,918,2.6,3.91,10.219,13.2,136.871,0.021,4,1.04,1.09,6082,4.38,14.82,15.311,14.763,14.61,14.472,2013-12-19 00:00:00
Kepler-58 c,4077526,795,2.6,4.529,15.574,17.5,132.438,0.022,4,1.04,1.09,6082,4.38,14.82,15.311,14.763,14.61,14.472,2013-12-19 00:00:00
Kepler-58 d,4077526,581,2.7,5.542,40.101,33,132.715,0.023,4,1.04,1.09,6082,4.38,14.82,15.311,14.763,14.61,14.472,2013-12-19 00:00:00
Kepler-59 b,9821454,880,1.23,5.977,11.868,8.6,137.748,0.011,0.26,1.14,1.06,6314,4.45,14.307,14.669,14.259,14.152,14.116,2013-12-19 00:00:00
Kepler-59 c,9821454,766,2.22,4.125,17.98,11.3,147.698,0.019,0.26,1.14,1.06,6314,4.45,14.307,14.669,14.259,14.152,14.116,2013-12-19 00:00:00
Kepler-6 b,10874614,1260,11.07,3.602,3.235,7.53,121.486,0.094,1.3,1.138,1.082,5826,4.42,13.303,13.789,13.253,13.094,,2013-12-19 00:00:00
Kepler-60 b,6768394,1205,2.2,4.152,7.132,6.31,136.036,0.014,5,1.12,1.47,6180,4.16,13.959,14.389,13.913,13.776,13.717,2014-06-10 00:00:00
Kepler-60 c,6768394,1119,2.4,4.406,8.919,7.32,140.065,0.015,5,1.12,1.47,6180,4.16,13.959,14.389,13.913,13.776,13.717,2014-06-10 00:00:00
Kepler-60 d,6768394,1014,2.5,2.986,11.902,8.87,133.246,0.016,5,1.12,1.47,6180,4.16,13.959,14.389,13.913,13.776,13.717,2014-06-10 00:00:00
Kepler-61 b,6960913,274,2.33,5.011,59.878,56,151.187,0.039,14,0.573,0.545,4196,4.72,14.995,16.242,14.957,14.461,14.176,2014-06-10 00:00:00
Kepler-62 b,9002278,707,1.23,2.329,5.715,18.7,170.919,0.019,9.8,0.646,0.601,4807,4.69,13.725,14.417,13.654,13.429,13.302,2014-06-10 00:00:00
Kepler-62 c,9002278,568.7,0.705,3.558,12.442,12.2,134.658,0.01,,,0.653,4797,4.612,13.725,14.417,13.654,13.429,13.302,2014-06-10 00:00:00
Kepler-62 d,9002278,481,1.91,2.962,18.164,40,180.812,0.029,9.8,0.646,0.601,4807,4.69,13.725,14.417,13.654,13.429,13.302,2014-06-10 00:00:00
Kepler-62 e,9002278,255,1.54,6.636,122.387,144,150.404,0.024,9.8,0.646,0.601,4807,4.69,13.725,14.417,13.654,13.429,13.302,2014-06-10 00:00:00
Kepler-62 f,9002278,204.6,1.46,7.84,267.284,205,322.436,0.021,,,0.653,4797,4.612,13.725,14.417,13.654,13.429,13.302,2014-06-10 00:00:00
Kepler-63 b,11554435,843,6.31,2.773,9.434,26.3,177.842,0.058,1.4,1.069,0.993,5721,4.47,11.582,12.055,11.516,11.379,11.357,2013-12-19 00:00:00
Kepler-64 b,4862625,,,,,,,,,,,,,,,,,,
Kepler-65 b,5866724,1592,1.27,3.23,2.155,3.73,133.496,0.01,1.65,1.205,1.197,6172,4.36,11.018,11.336,10.955,10.882,10.858,2013-12-19 00:00:00
Kepler-65 c,5866724,1142,2.36,4.108,5.86,7.27,132.04,0.018,1.65,1.205,1.197,6172,4.36,11.018,11.336,10.955,10.882,10.858,2013-12-19 00:00:00
Kepler-65 d,5866724,1028,1.41,4.363,8.131,9.04,137.995,0.011,1.65,1.205,1.197,6172,4.36,11.018,11.336,10.955,10.882,10.858,2013-12-19 00:00:00
Kepler-66 b,9836149,688,2.94,3.413,17.816,27,134.488,0.029,0.4,1.024,0.92,5969,4.52,15.2,15.661,15.133,15.002,14.923,2013-12-19 00:00:00
Kepler-67 b,9532052,648,3.8,3.986,15.726,20,133.987,0.035,,0.98,0.98,5184,4.45,16.144,16.868,16.108,15.833,15.722,2013-12-19 00:00:00
Kepler-68 b,11295426,1143,2.53,3.561,5.399,7.18,173.857,0.019,6.37,1.075,1.242,5793,4.281,9.997,10.41,9.926,9.82,9.817,2013-12-19 00:00:00
Kepler-68 c,11295426,944,1.11,2.943,9.605,10.55,136.385,0.008,6.37,1.075,1.242,5793,4.281,9.997,10.41,9.926,9.82,9.817,2013-12-19 00:00:00
Kepler-68 d,11295426,,,,,,,,,,,,,,,,,,
Kepler-69 b,8692861,734,2.28,5.24,13.722,16.1,137.839,0.023,0.4,1.002,0.9,5886,4.54,13.749,14.19,13.701,13.559,13.496,2014-06-10 00:00:00
Kepler-69 c,8692861,281,1.74,12.985,242.468,109,150.86,0.018,0.4,1.002,0.9,5886,4.54,13.749,14.19,13.701,13.559,13.496,2014-06-10 00:00:00
Kepler-7 b,5780885,1413,16.1,5.229,4.885,6.842,134.276,0.083,4.43,1.26,1.78,5934,4.04,12.885,13.26,12.815,12.724,12.683,2013-12-19 00:00:00
Kepler-70 b,5807616,,,,,,,,,,,,,,,,,,
Kepler-70 c,5807616,,,,,,,,,,,,,,,,,,
Kepler-71 b,9595827,1028,11.7,2.841,3.905,11.897,133.414,0.132,0.4,0.923,0.82,5595,4.58,15.127,15.692,15.061,14.885,14.803,2013-12-19 00:00:00
Kepler-74 b,6046540,922,8.6,2.971,7.341,17.9,134.345,0.086,0.4,1.018,0.91,5945,4.52,14.412,14.876,14.35,14.212,14.182,2013-12-19 00:00:00
Kepler-75 b,757450,721,9.4,2.081,8.885,36.3,169.991,0.112,12.9,0.77,0.77,5152,4.54,15.264,15.998,15.207,14.949,14.826,2013-12-19 00:00:00
Kepler-76 b,4570949,1919,12.35,1.484,1.545,4.61,133.548,0.085,0.62,1.342,1.331,6422,4.32,13.308,13.644,13.25,13.164,13.121,2013-12-19 00:00:00
Kepler-77 b,8359498,1189,10.93,2.898,3.579,10.36,134.029,0.096,1.2,1.105,1.039,5731,4.45,13.938,14.449,13.871,13.72,13.658,2013-12-19 00:00:00
Kepler-78 b,8435766,,,,,,,,,,,,,,,,,,
Kepler-79 b,8394721,868,2.94,5.035,13.485,19.631,136.617,0.024,0.23,1.18,1.1,6405,4.42,13.914,14.273,13.879,13.761,13.741,2014-06-10 00:00:00
Kepler-79 c,8394721,685,3.1,6.819,27.402,31.494,133.629,0.026,0.23,1.18,1.1,6405,4.42,13.914,14.273,13.879,13.761,13.741,2014-06-10 00:00:00
Kepler-79 d,8394721,553,6.1,8.632,52.091,48.33,158.742,0.05,0.23,1.18,1.1,6405,4.42,13.914,14.273,13.879,13.761,13.741,2014-06-10 00:00:00
Kepler-79 e,8394721,477,3,3.771,81.063,64.902,139.541,0.025,0.23,1.18,1.1,6405,4.42,13.914,14.273,13.879,13.761,13.741,2014-06-10 00:00:00
Kepler-8 b,6922244,1532,15.9,3.198,3.522,7.5,121.119,0.093,5.4,1.14,1.56,6025,4.11,13.563,13.886,13.511,13.424,13.413,2013-12-19 00:00:00
Kepler-80 b,4852528,642,2.62,2.58,7.053,15.7,176.478,0.037,3.1,0.722,0.647,4613,4.674,14.804,15.859,14.723,14.352,14.121,2013-12-19 00:00:00
Kepler-80 c,4852528,583,2.82,2.518,9.522,19.2,177.478,0.04,3.1,0.722,0.647,4613,4.674,14.804,15.859,14.723,14.352,14.121,2013-12-19 00:00:00
Kepler-80 d,4852528,851,1.47,2.032,3.072,9,134.024,0.021,3.1,0.722,0.647,4613,4.674,14.804,15.859,14.723,14.352,14.121,2013-12-19 00:00:00
Kepler-80 e,4852528,740,1.64,2.211,4.645,11.9,134.591,0.023,3.1,0.722,0.647,4613,4.674,14.804,15.859,14.723,14.352,14.121,2013-12-19 00:00:00
Kepler-81 b,7287995,646,2.54,2.522,5.955,11.7,170.956,0.039,6.8,0.648,0.594,4500,4.7,15.019,16.121,14.965,14.547,14.322,2013-12-19 00:00:00
Kepler-81 c,7287995,513,2.45,2.937,12.04,18.7,181.224,0.038,6.8,0.648,0.594,4500,4.7,15.019,16.121,14.965,14.547,14.322,2013-12-19 00:00:00
Kepler-81 d,7287995,427,1.39,2.609,20.838,26.9,132.077,0.021,6.8,0.648,0.594,4500,4.7,15.019,16.121,14.965,14.547,14.322,2013-12-19 00:00:00
Kepler-82 b,7366258,581,4,3.994,26.443,41.47,194.131,0.04,4.9,0.922,0.9,5700,4.49,15.158,15.718,15.096,14.918,14.803,2014-06-10 00:00:00
Kepler-82 c,7366258,464,5.3,6.412,51.53,64.7,174.121,0.054,4.9,0.922,0.9,5700,4.49,15.158,15.718,15.096,14.918,14.803,2014-06-10 00:00:00
Kepler-82 d,7366258,1294,1.41,2.186,2.383,8.34,135.078,0.014,4.9,0.922,0.9,5700,4.49,15.158,15.718,15.096,14.918,14.803,2014-06-10 00:00:00
